"","X","Name","High.Degree","Longitude","Latitude","Applicants","Admissions","Enrolled","SAT.Reading.25","SAT.Reading.75","SAT.Math.25","SAT.Math.75","ACT.25","ACT.75","Percent.Admitted","Tuition","Tuition.Instate","Tuition.Outstate","State","Region","Control","TEnrollment","Percent.Women","Pecent.Instate","Percent.Outstate","Percent.Foreign","GradRate.4yr","Percent.Finan.Aid"
"1161",1161,"Thiel College","Bachelor's degree",-80.382134,41.41308,2519,1650,303,430,520,440,540,18,23,66,26802,41078,41078,"Pennsylvania","Mid East","Private not-for-profit",1100,50,63,36,1,27,92
"1162",1162,"Ursinus College","Bachelor's degree",-75.455654,40.19405,3947,2618,425,520,640,540,640,24,30,66,44530,58880,58880,"Pennsylvania","Mid East","Private not-for-profit",1596,51,50,49,1,75,100
"1163",1163,"Valley Forge Christian College","Master's degree",-75.54864,40.118341,451,297,148,470,510,420,530,19,25,66,19394,31026,31026,"Pennsylvania","Mid East","Private not-for-profit",964,50,52,48,0,31,98
"1164",1164,"Villanova University","Doctor's degree",-75.345457,40.039388,14966,7319,1659,590,690,620,710,29,31,49,44430,58736,58736,"Pennsylvania","Mid East","Private not-for-profit",7042,52,NA,NA,NA,86,66
"1165",1165,"Washington & Jefferson College","Bachelor's degree",-80.240388,40.171898,7176,2851,326,NA,NA,NA,NA,NA,NA,40,39710,51690,51690,"Pennsylvania","Mid East","Private not-for-profit",1328,51,71,26,2,73,100
"1166",1166,"Waynesburg University","Doctor's degree",-80.18727,39.899419,1962,1476,410,450,560,440,550,20,25,75,20540,31500,31500,"Pennsylvania","Mid East","Private not-for-profit",1598,61,NA,NA,NA,45,96
"1167",1167,"West Chester University of Pennsylvania","Master's degree",-75.594631,39.949084,13424,6922,2298,500,590,520,600,NA,NA,52,8850,25690,35814,"Pennsylvania","Mid East","Public",13711,60,81,19,0,44,79
"1168",1168,"Westminster College","Master's degree",-80.331376,41.118456,3378,2478,309,460,580,460,570,20,25,73,32445,43805,43805,"Pennsylvania","Mid East","Private not-for-profit",1313,59,78,22,0,63,100
"1169",1169,"Widener University-Main Campus","Doctor's degree",-75.356718,39.86158,5461,3673,828,450,550,470,580,NA,NA,67,38028,54019,54019,"Pennsylvania","Mid East","Private not-for-profit",3424,55,57,43,0,40,99
"1170",1170,"Wilkes University","Doctor's degree",-75.88833,41.243204,2998,2278,596,470,570,480,600,NA,NA,76,30350,46786,46786,"Pennsylvania","Mid East","Private not-for-profit",2388,47,77,20,3,47,96
"1171",1171,"Wilson College","Master's degree",-77.658075,39.947461,450,237,76,440,570,420,550,19,24,53,29370,41963,41963,"Pennsylvania","Mid East","Private not-for-profit",571,88,75,21,3,44,95
"1172",1172,"York College Pennsylvania","Doctor's degree",-76.727266,39.946709,9934,7302,1064,470,560,480,578,20,25,74,17010,29790,29790,"Pennsylvania","Mid East","Private not-for-profit",5010,55,NA,NA,NA,37,98
"1173",1173,"Brown University","Doctor's degree",-71.404467,41.827605,28919,2654,1543,660,760,670,780,29,34,9,45612,60460,60460,"Rhode Island","New England","Private not-for-profit",6455,52,5,81,15,84,64
"1174",1174,"Bryant University","Master's degree",-71.539147,41.920149,6013,4603,890,510,590,540,630,23,27,77,37234,53598,53598,"Rhode Island","New England","Private not-for-profit",3287,42,11,82,7,78,89
"1175",1175,"Johnson & Wales University-Providence","Doctor's degree",-71.413322,41.820558,12364,9399,2093,NA,NA,NA,NA,NA,NA,76,27456,41461,41461,"Rhode Island","New England","Private not-for-profit",9401,58,12,85,3,43,99
"1176",1176,"New England Institute of Technology","Master's degree",-71.502892,41.661783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21285,NA,NA,"Rhode Island","New England","Private not-for-profit",2860,31,NA,NA,NA,NA,91
"1177",1177,"Providence College","Master's degree",-71.43792,41.844064,9660,5776,1027,520,620,530,640,23,28,60,43245,57625,57625,"Rhode Island","New England","Private not-for-profit",4135,56,9,89,2,83,81
"1178",1178,"Rhode Island College","Doctor's degree",-71.466915,41.84266,4492,3106,1071,410,520,410,520,17,22,69,7602,20053,30751,"Rhode Island","New England","Public",7505,67,78,22,0,15,86
"1179",1179,"University of Rhode Island","Doctor's degree",-71.527356,41.484691,19824,15603,2993,480,580,490,590,22,26,79,12450,26882,42448,"Rhode Island","New England","Public",13354,54,45,55,0,41,91
"1180",1180,"Roger Williams University","Master's degree",-71.261836,41.647314,9021,7305,1104,NA,NA,NA,NA,NA,NA,81,31668,49394,49394,"Rhode Island","New England","Private not-for-profit",4411,50,10,87,3,50,91
"1181",1181,"Salve Regina University","Doctor's degree",-71.301125,41.471445,5070,3400,465,510,590,510,600,23,26,67,34950,49950,49950,"Rhode Island","New England","Private not-for-profit",2026,70,13,87,0,61,92
"1182",1182,"Allen University","Bachelor's degree",-81.020045,34.010348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11940,20300,20300,"South Carolina","Southeast","Private not-for-profit",651,62,NA,NA,NA,11,93
"1183",1183,"Anderson University","Doctor's degree",-82.640205,34.515506,2190,1424,502,480,600,480,580,21,26,65,22790,37014,37014,"South Carolina","Southeast","Private not-for-profit",2652,67,76,23,1,36,100
"1184",1184,"Charleston Southern University","Master's degree",-80.069288,32.981986,3640,2507,656,430,540,440,540,18,23,69,22090,35740,35740,"South Carolina","Southeast","Private not-for-profit",2912,64,NA,NA,NA,23,100
"1185",1185,"Benedict College","Bachelor's degree",-81.021412,34.011285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18254,30458,30458,"South Carolina","Southeast","Private not-for-profit",2512,50,47,50,4,14,98
"1186",1186,"Southern Wesleyan University","Master's degree",-82.761586,34.728068,698,654,158,400,540,410,510,15,22,94,22200,33750,33750,"South Carolina","Southeast","Private not-for-profit",1333,61,NA,NA,NA,29,97
"1187",1187,"College of Charleston","Master's degree",-79.937251,32.783142,11509,8092,2138,530,630,540,630,23,28,70,10626,26656,43120,"South Carolina","Southeast","Public",10488,62,53,46,1,52,75
"1188",1188,"Citadel Military College of South Carolina","Master's degree",-79.961399,32.796975,2557,2056,676,480,590,500,600,21,25,80,10838,25442,44243,"South Carolina","Southeast","Public",2735,9,53,46,1,62,85
"1189",1189,"Claflin University","Master's degree",-80.854368,33.497367,4354,2290,435,380,490,380,510,15,21,53,15010,32300,32300,"South Carolina","Southeast","Private not-for-profit",1834,63,77,19,5,29,98
"1190",1190,"Clemson University","Doctor's degree",-82.834463,34.677329,18500,10706,3463,560,660,590,680,26,31,58,13054,28502,45936,"South Carolina","Southeast","Public",16931,46,61,38,1,59,91
"1191",1191,"Coker College","Master's degree",-80.067713,34.37709,1273,678,247,430,520,440,530,18,22,53,24579,34689,34689,"South Carolina","Southeast","Private not-for-profit",1144,63,NA,NA,NA,39,100
"1192",1192,"Columbia International University","Doctor's degree",-81.069502,34.081233,302,189,103,480,620,460,580,19,25,63,18930,32130,32130,"South Carolina","Southeast","Private not-for-profit",584,46,53,46,1,52,93
"1193",1193,"Columbia College","Master's degree",-81.001369,34.062923,457,297,128,470,570,450,560,20,24,65,26800,39316,39316,"South Carolina","Southeast","Private not-for-profit",1010,95,83,16,1,32,98
"1194",1194,"Converse College","Master's degree",-81.918829,34.956232,1565,814,237,480,590,480,570,21,26,52,29124,42094,42094,"South Carolina","Southeast","Private not-for-profit",746,100,70,27,0,55,98
"1195",1195,"Erskine College","Doctor's degree",-82.390797,34.330674,750,523,194,450,550,460,560,19,24,70,31580,47610,47610,"South Carolina","Southeast","Private not-for-profit",605,48,NA,NA,NA,52,100
"1196",1196,"Francis Marion University","Master's degree",-79.655515,34.192277,3951,2239,744,410,530,420,530,17,22,57,9386,20923,29901,"South Carolina","Southeast","Public",3714,69,95,4,1,16,99
"1197",1197,"Furman University","Master's degree",-82.441473,34.920785,5953,3808,759,550,670,570,670,25,30,64,43164,57276,57276,"South Carolina","Southeast","Private not-for-profit",2797,57,NA,NA,NA,80,86
"1198",1198,"Lander University","Master's degree",-82.166351,34.201143,3349,1412,569,413,530,420,520,18,22,42,10100,22300,31336,"South Carolina","Southeast","Public",2792,69,92,6,2,32,99
"1199",1199,"Limestone College","Master's degree",-81.648033,35.052919,2424,1290,451,450,530,480,560,20,23,53,22080,36416,36416,"South Carolina","Southeast","Private not-for-profit",3241,57,66,27,0,19,100
"1200",1200,"Morris College","Bachelor's degree",-80.346346,33.938707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11087,21481,21481,"South Carolina","Southeast","Private not-for-profit",824,55,76,24,0,14,99
"1201",1201,"Newberry College","Bachelor's degree",-81.601966,34.286201,887,524,238,410,520,420,540,17,22,59,23800,40365,40365,"South Carolina","Southeast","Private not-for-profit",1039,46,70,27,3,27,100
"1202",1202,"North Greenville University","Doctor's degree",-82.37026,35.069758,1782,1032,505,450,670,470,670,21,29,58,14772,30000,30000,"South Carolina","Southeast","Private not-for-profit",2257,50,76,21,2,41,100
"1203",1203,"Presbyterian College","Doctor's degree",-81.874408,34.465697,1650,1089,296,490,600,510,610,22,28,66,33650,46378,46378,"South Carolina","Southeast","Private not-for-profit",1123,55,60,39,1,60,100
"1204",1204,"University of South Carolina-Aiken","Master's degree",-81.767901,33.572917,2620,1342,526,430,540,440,540,18,23,51,9308,21701,30733,"South Carolina","Southeast","Public",3175,63,87,13,1,21,97
"1205",1205,"University of South Carolina-Beaufort","Bachelor's degree",-80.973595,32.303308,1387,1013,410,410,500,420,510,18,22,73,8972,21396,31248,"South Carolina","Southeast","Public",1724,61,79,19,2,10,91
"1206",1206,"University of South Carolina-Columbia","Doctor's degree",-81.026971,33.998973,23429,14199,4625,540,640,560,650,24,29,61,10816,24804,42516,"South Carolina","Southeast","Public",24180,54,52,48,1,54,90
"1207",1207,"Coastal Carolina University","Master's degree",-79.0126,33.794733,10993,8139,2206,450,530,460,550,19,23,74,9760,22656,35666,"South Carolina","Southeast","Public",8867,54,46,53,1,27,91
"1208",1208,"South Carolina State University","Doctor's degree",-80.851185,33.497439,4499,2285,569,400,416,425,436,17,19,51,9776,26244,35378,"South Carolina","Southeast","Public",2937,52,78,21,1,14,98
"1209",1209,"University of South Carolina-Upstate","Master's degree",-81.970583,34.996403,3066,1969,806,440,530,440,540,19,23,64,10198,22804,32832,"South Carolina","Southeast","Public",5308,65,91,8,2,24,97
"1210",1210,"Voorhees College","Bachelor's degree",-81.130104,33.307455,2726,1377,146,NA,NA,NA,NA,NA,NA,51,10780,19876,19876,"South Carolina","Southeast","Private not-for-profit",536,56,NA,NA,NA,20,99
"1211",1211,"Winthrop University","Master's degree",-81.028667,34.938506,4285,3096,1096,460,570,460,570,19,25,72,13670,25450,38020,"South Carolina","Southeast","Public",5048,67,NA,NA,NA,35,99
"1212",1212,"Wofford College","Bachelor's degree",-81.934572,34.957914,2718,1870,415,540,620,540,640,24,29,69,35515,49449,49449,"South Carolina","Southeast","Private not-for-profit",1615,48,53,45,2,78,92
"1213",1213,"Augustana College","Master's degree",-96.738507,43.525939,1147,781,367,NA,NA,NA,NA,21,27,68,28630,38200,38200,"South Dakota","Plains","Private not-for-profit",1697,59,39,61,0,48,100
"1214",1214,"Black Hills State University","Master's degree",-103.870009,44.495536,957,854,619,423,635,430,594,19,23,89,7617,17862,19862,"South Dakota","Plains","Public",4002,63,71,28,0,11,92
"1215",1215,"Dakota State University","Doctor's degree",-97.109609,44.0127,781,648,318,400,620,440,550,19,24,83,7506,18048,20048,"South Dakota","Plains","Public",2876,48,71,28,0,20,94
"1216",1216,"Dakota Wesleyan University","Master's degree",-98.030566,43.695995,665,467,168,400,580,410,590,19,27,70,22700,33060,33060,"South Dakota","Plains","Private not-for-profit",810,55,65,33,2,31,100
"1217",1217,"Mount Marty College","Master's degree",-97.409904,42.874475,402,291,117,NA,NA,NA,NA,20,25,72,22892,34802,34802,"South Dakota","Plains","Private not-for-profit",1068,62,54,32,0,45,99
"1218",1218,"Northern State University","Master's degree",-98.4837,45.452555,1157,1080,410,NA,NA,370,580,19,25,93,7563,18921,20920,"South Dakota","Plains","Public",2826,58,68,32,1,24,97
"1219",1219,"Presentation College","Bachelor's degree",-98.49077,45.482833,401,265,131,380,470,410,470,18,22,66,17014,28914,28914,"South Dakota","Plains","Private not-for-profit",791,69,31,61,0,33,99
"1220",1220,"South Dakota State University","Doctor's degree",-96.783415,44.31942,4851,4458,2306,440,590,460,600,20,25,92,7713,19446,21528,"South Dakota","Plains","Public",10969,52,55,42,2,27,92
"1221",1221,"University of Sioux Falls","Master's degree",-96.738229,43.531574,1385,1342,237,400,460,410,510,20,26,97,24550,35780,35780,"South Dakota","Plains","Private not-for-profit",1100,59,NA,NA,NA,35,100
"1222",1222,"University of South Dakota","Doctor's degree",-96.924664,42.784558,3606,3169,1342,NA,NA,460,620,21,26,88,8022,20183,22265,"South Dakota","Plains","Public",7633,63,62,36,1,30,93
"1223",1223,"Aquinas College","Master's degree",-86.844214,36.132187,119,62,36,420,520,370,440,23,27,52,20550,35933,35933,"Tennessee","Southeast","Private not-for-profit",505,82,51,46,3,44,100
"1224",1224,"Austin Peay State University","Master's degree",-87.354081,36.533319,3332,2864,1522,430,540,430,560,19,24,86,6876,21513,36009,"Tennessee","Southeast","Public",9550,60,92,6,0,15,99
"1225",1225,"Belmont University","Doctor's degree",-86.794715,36.133866,5111,4082,1248,540,640,530,630,24,29,80,27380,43030,43030,"Tennessee","Southeast","Private not-for-profit",5506,60,25,73,1,56,87
"1226",1226,"Bethel University","Master's degree",-88.516162,36.139271,2669,1362,637,390,510,445,505,17,22,51,15714,30196,30196,"Tennessee","Southeast","Private not-for-profit",5124,56,NA,NA,NA,11,94
"1227",1227,"Bryan College-Dayton","Master's degree",-85.016596,35.495721,1151,433,187,450,600,470,600,20,25,38,21150,31075,31075,"Tennessee","Southeast","Private not-for-profit",1573,56,NA,NA,NA,54,91
"1228",1228,"Carson-Newman University","Doctor's degree",-83.492183,36.122224,3916,2607,481,445,575,465,580,20,26,67,23696,34100,34100,"Tennessee","Southeast","Private not-for-profit",1713,55,80,17,1,37,100
"1229",1229,"Christian Brothers University","Master's degree",-89.983241,35.127437,1943,922,254,NA,NA,NA,NA,21,27,47,28210,38113,38113,"Tennessee","Southeast","Private not-for-profit",1168,54,78,19,1,31,100
"1230",1230,"Cumberland University","Master's degree",-86.29966,36.204243,795,376,212,420,540,430,530,19,23,47,20200,34130,34130,"Tennessee","Southeast","Private not-for-profit",1269,54,73,20,3,20,100
"1231",1231,"Lipscomb University","Doctor's degree",-86.799304,36.10469,3467,1827,684,520,650,510,650,22,28,53,26094,40448,40448,"Tennessee","Southeast","Private not-for-profit",2890,60,NA,NA,NA,44,100
"1232",1232,"East Tennessee State University","Doctor's degree",-82.366954,36.301643,4721,4083,1881,440,550,450,550,19,25,86,7249,23607,38919,"Tennessee","Southeast","Public",11820,57,85,14,2,17,94
"1233",1233,"Fisk University","Master's degree",-86.805671,36.16912,3334,1323,226,420,430,430,440,17,18,40,20449,35899,35899,"Tennessee","Southeast","Private not-for-profit",611,66,NA,NA,NA,41,98
"1234",1234,"Welch College","Bachelor's degree",-86.826158,36.134633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12842,26444,26444,"Tennessee","Southeast","Private not-for-profit",338,48,35,65,0,16,100
"1235",1235,"Freed-Hardeman University","Master's degree",-88.639418,35.440073,1042,959,356,480,600,470,570,21,27,92,20468,32908,32908,"Tennessee","Southeast","Private not-for-profit",1385,58,NA,NA,NA,38,100
"1236",1236,"King University","Master's degree",-82.156532,36.585899,933,595,210,450,560,470,560,20,25,64,24960,37758,37758,"Tennessee","Southeast","Private not-for-profit",2191,65,NA,NA,NA,45,92
"1237",1237,"Lane College","Bachelor's degree",-88.806832,35.628197,4589,2256,405,360,510,280,530,13,16,49,9180,18900,18900,"Tennessee","Southeast","Private not-for-profit",1554,48,NA,NA,NA,20,99
"1238",1238,"Le Moyne-Owen College","Bachelor's degree",-90.034101,35.118641,1242,290,190,NA,NA,NA,NA,14,17,23,10680,18540,18540,"Tennessee","Southeast","Private not-for-profit",1023,64,86,14,0,6,94
"1239",1239,"Lee University","Master's degree",-84.870018,35.166166,1689,1548,812,490,600,460,580,21,27,92,13750,26100,26100,"Tennessee","Southeast","Private not-for-profit",4550,57,NA,NA,NA,35,94
"1240",1240,"Lincoln Memorial University","Doctor's degree",-83.658818,36.581284,975,682,191,480,500,500,540,19,27,70,19490,32620,32620,"Tennessee","Southeast","Private not-for-profit",1713,71,63,27,5,14,87
"1241",1241,"Martin Methodist College","Bachelor's degree",-87.035085,35.200662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22272,33472,33472,"Tennessee","Southeast","Private not-for-profit",1144,62,NA,NA,NA,40,97
"1242",1242,"Maryville College","Bachelor's degree",-83.963853,35.751969,2196,1594,349,450,550,450,550,21,26,73,31132,44472,44472,"Tennessee","Southeast","Private not-for-profit",1168,56,NA,NA,NA,47,100
"1243",1243,"University of Memphis","Doctor's degree",-89.982038,35.115934,5990,4098,2134,450,600,460,600,19,25,68,8312,23535,38247,"Tennessee","Southeast","Public",17223,60,90,9,0,13,97
"1244",1244,"Middle Tennessee State University","Doctor's degree",-86.362094,35.849139,9845,6888,3276,450,580,450,570,19,24,70,7546,20818,36274,"Tennessee","Southeast","Public",21162,53,NA,NA,NA,16,99
"1245",1245,"Milligan College","Master's degree",-82.29499,36.30036,612,418,206,480,583,460,583,22,26,68,27916,38266,38266,"Tennessee","Southeast","Private not-for-profit",973,62,NA,NA,NA,52,98
"1246",1246,"Rhodes College","Master's degree",-89.989187,35.154424,3555,2049,545,590,690,580,680,27,31,58,39794,53422,53422,"Tennessee","Southeast","Private not-for-profit",2027,58,NA,NA,NA,74,95
"1247",1247,"Sewanee-The University of the South","Doctor's degree",-85.917772,35.20443,3285,1980,488,580,670,560,650,26,30,60,35756,47970,47970,"Tennessee","Southeast","Private not-for-profit",1620,51,19,78,2,76,77
"1248",1248,"Southern Adventist University","Doctor's degree",-85.050878,35.049136,2313,885,490,470,600,450,580,20,25,38,19790,30874,30874,"Tennessee","Southeast","Private not-for-profit",2825,56,20,75,1,19,99
"1249",1249,"Tennessee Wesleyan College","Master's degree",-84.592647,35.444939,791,564,208,430,510,450,540,19,24,71,21800,31400,31400,"Tennessee","Southeast","Private not-for-profit",1068,62,83,10,0,32,95
"1250",1250,"The University of Tennessee-Chattanooga","Doctor's degree",-85.299812,35.048247,7628,5917,2342,470,590,470,590,21,25,78,7554,20530,35736,"Tennessee","Southeast","Public",10297,55,NA,NA,NA,15,96
"1251",1251,"The University of Tennessee-Knoxville","Doctor's degree",-83.929696,35.955093,14396,10435,4276,520,640,520,650,24,29,72,11194,27450,45940,"Tennessee","Southeast","Public",21182,49,88,11,1,37,96
"1252",1252,"The University of Tennessee-Martin","Master's degree",-88.864211,36.340338,3640,2791,1308,NA,NA,NA,NA,20,25,77,7507,18509,32453,"Tennessee","Southeast","Public",7025,58,93,5,3,21,96
"1253",1253,"Tennessee State University","Doctor's degree",-86.82937,36.16899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6498,17693,30413,"Tennessee","Southeast","Public",6816,61,NA,NA,NA,8,98
"1254",1254,"Tennessee Technological University","Doctor's degree",-85.503957,36.174659,4973,4633,2176,450,600,470,650,20,26,93,7063,22963,37963,"Tennessee","Southeast","Public",10052,44,91,2,7,22,98
"1255",1255,"Trevecca Nazarene University","Doctor's degree",-86.753566,36.142115,930,718,259,480,590,450,570,19,26,77,22330,33322,33322,"Tennessee","Southeast","Private not-for-profit",1492,55,NA,NA,NA,36,99
"1256",1256,"Tusculum College","Master's degree",-82.761716,36.172558,2825,2041,310,400,520,440,520,18,23,72,22250,35702,35702,"Tennessee","Southeast","Private not-for-profit",1844,57,NA,NA,NA,18,99
"1257",1257,"Union University","Doctor's degree",-88.858524,35.676896,1932,1432,452,580,680,520,670,22,29,74,26880,44220,44220,"Tennessee","Southeast","Private not-for-profit",2826,61,42,12,0,51,100
"1258",1258,"Vanderbilt University","Doctor's degree",-86.804875,36.14443,31099,3963,1613,700,780,710,790,32,34,13,42978,61112,61112,"Tennessee","Southeast","Private not-for-profit",6835,50,NA,NA,NA,87,65
"1259",1259,"Abilene Christian University","Doctor's degree",-99.70954,32.46915,10188,4986,1030,470,580,490,600,21,27,49,28350,41800,41800,"Texas","Southwest","Private not-for-profit",3727,57,85,13,2,37,99
"1260",1260,"Angelo State University","Doctor's degree",-100.466495,31.44145,2599,2092,1220,420,520,440,540,18,23,80,6559,18915,27411,"Texas","Southwest","Public",5473,54,97,1,0,14,93
"1261",1261,"Austin College","Master's degree",-96.598772,33.646307,3141,1841,364,540,660,560,670,23,27,59,33830,47625,47625,"Texas","Southwest","Private not-for-profit",1207,51,86,9,5,67,99
"1262",1262,"Baylor University","Doctor's degree",-97.119359,31.545956,29249,16809,3190,550,660,570,670,24,29,57,35972,53886,53886,"Texas","Southwest","Private not-for-profit",13292,58,71,27,2,57,96
"1263",1263,"Concordia University-Texas","Master's degree",-97.836247,30.420952,1680,787,192,450,550,480,570,20,25,47,25880,38420,38420,"Texas","Southwest","Private not-for-profit",1531,65,NA,NA,NA,18,97
"1264",1264,"Texas A & M University-Corpus Christi","Doctor's degree",-97.331933,27.718601,7091,6565,2051,420,520,450,540,17,23,93,7172,20611,29107,"Texas","Southwest","Public",9152,58,NA,NA,NA,24,74
"1265",1265,"Dallas Baptist University","Doctor's degree",-96.947006,32.710017,2631,1113,492,472,656,476,648,18,27,42,22350,34176,34176,"Texas","Southwest","Private not-for-profit",3435,58,NA,NA,NA,43,95
"1266",1266,"University of Dallas","Doctor's degree",-96.921573,32.846202,1224,1103,380,550,680,540,650,24,30,90,33110,48710,48710,"Texas","Southwest","Private not-for-profit",1380,54,NA,NA,NA,56,100
"1267",1267,"East Texas Baptist University","Master's degree",-94.374337,32.554545,709,522,345,430,520,450,530,18,22,74,22590,32160,32160,"Texas","Southwest","Private not-for-profit",1196,53,94,6,0,24,100
"1268",1268,"Texas A & M University-Texarkana","Master's degree",-94.10398,33.49561,830,309,187,430,540,460,560,19,23,37,5578,16078,24502,"Texas","Southwest","Public",1401,64,NA,NA,NA,NA,98
"1269",1269,"Texas A & M University-Commerce","Doctor's degree",-95.906913,33.243814,4236,2888,943,430,540,450,550,18,24,68,6583,14867,25487,"Texas","Southwest","Public",6969,59,NA,NA,NA,24,93
"1270",1270,"Hardin-Simmons University","Doctor's degree",-99.733815,32.476786,2091,786,415,450,550,480,560,20,25,38,23460,33626,33626,"Texas","Southwest","Private not-for-profit",1772,52,NA,NA,NA,34,98
"1271",1271,"Houston Baptist University","Master's degree",-95.515978,29.694414,5872,4297,1135,470,580,490,590,21,27,73,27930,39001,39001,"Texas","Southwest","Private not-for-profit",2171,63,NA,NA,NA,24,100
"1272",1272,"University of Houston-Clear Lake","Doctor's degree",-95.098129,29.582523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Texas","Southwest","Public",4853,67,NA,NA,NA,NA,NA
"1273",1273,"University of Houston-Downtown","Master's degree",-95.35953,29.763831,3096,2944,1130,380,480,420,510,16,21,95,5238,NA,NA,"Texas","Southwest","Public",13486,60,98,1,1,3,83
"1274",1274,"University of Houston-Victoria","Master's degree",-96.978193,28.816438,3128,1596,310,390,490,420,518,16,21,51,6248,18118,28738,"Texas","Southwest","Public",2889,66,NA,NA,NA,NA,96
"1275",1275,"University of Houston","Doctor's degree",-95.344851,29.719988,17407,10167,3434,490,610,540,640,22,27,58,8401,22463,30959,"Texas","Southwest","Public",31706,50,93,3,4,16,87
"1276",1276,"Howard Payne University","Master's degree",-98.984956,31.716345,1585,853,347,420,520,440,530,18,22,54,23200,33853,33853,"Texas","Southwest","Private not-for-profit",1100,47,99,1,0,30,99
"1277",1277,"Huston-Tillotson University","Bachelor's degree",-97.721698,30.264672,1778,816,211,350,450,350,450,13,17,46,13494,27044,27044,"Texas","Southwest","Private not-for-profit",926,53,87,11,3,10,97
"1278",1278,"University of the Incarnate Word","Doctor's degree",-98.467709,29.468052,4072,3790,1045,430,520,440,540,18,23,93,24790,39124,39124,"Texas","Southwest","Private not-for-profit",6491,61,94,2,0,19,100
"1279",1279,"Jarvis Christian College","Bachelor's degree",-95.17773,32.588249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11369,23532,23532,"Texas","Southwest","Private not-for-profit",609,46,86,14,0,5,98
"1280",1280,"Lamar University","Doctor's degree",-94.073389,30.044274,4788,3678,1451,430,530,440,550,18,23,77,7429,21769,30265,"Texas","Southwest","Public",9382,58,NA,NA,NA,13,81
"1281",1281,"Texas A & M International University","Doctor's degree",-99.435225,27.573504,4784,2289,828,390,491,410,520,16,20,48,5818,17366,25862,"Texas","Southwest","Public",6585,58,NA,NA,NA,21,99
"1282",1282,"LeTourneau University","Master's degree",-94.72726,32.467658,1810,736,335,500,640,530,660,22,30,41,25740,38775,38775,"Texas","Southwest","Private not-for-profit",2305,47,NA,NA,NA,34,99
"1283",1283,"Lubbock Christian University","Master's degree",-101.934816,33.576273,783,743,255,440,560,450,570,19,24,95,18740,30966,30966,"Texas","Southwest","Private not-for-profit",1531,61,89,10,0,30,99
"1284",1284,"University of Mary Hardin-Baylor","Doctor's degree",-97.463479,31.066798,5540,4691,675,460,560,480,580,21,27,85,25200,36180,36180,"Texas","Southwest","Private not-for-profit",3063,62,96,2,1,28,96
"1285",1285,"McMurry University","Master's degree",-99.750277,32.429551,1396,827,250,420,540,440,550,18,24,59,24296,36421,36421,"Texas","Southwest","Private not-for-profit",1212,49,92,7,1,25,99
"1286",1286,"Midwestern State University","Master's degree",-98.51774,33.877143,3023,2170,847,440,540,460,550,19,23,72,7665,17904,19854,"Texas","Southwest","Public",5193,58,93,3,4,17,90
"1287",1287,"University of North Texas","Doctor's degree",-97.151211,33.210958,18299,10922,4617,490,600,510,610,21,26,60,8745,20232,28728,"Texas","Southwest","Public",31243,53,NA,NA,NA,25,89
"1288",1288,"Our Lady of the Lake University","Doctor's degree",-98.54395,29.425611,3789,2486,341,400,490,420,500,14,21,66,23938,37078,37078,"Texas","Southwest","Private not-for-profit",1555,72,99,1,0,19,97
"1289",1289,"The University of Texas-Pan American","Doctor's degree",-98.172112,26.306629,9313,5790,3102,410,510,440,540,18,21,62,5173,16245,24741,"Texas","Southwest","Public",17230,55,98,0,1,16,90
"1290",1290,"The University of Texas at Brownsville","Doctor's degree",-97.486644,25.893584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5372,13842,23304,"Texas","Southwest","Public",11220,57,98,0,2,9,89
"1291",1291,"Paul Quinn College","Bachelor's degree",-96.755864,32.677195,632,623,70,360,440,360,450,13,18,99,13525,26300,26300,"Texas","Southwest","Private not-for-profit",243,54,NA,NA,NA,1,71
"1292",1292,"Prairie View A & M University","Doctor's degree",-95.992066,30.094591,10747,4548,1464,370,460,380,480,15,20,42,6764,17592,26178,"Texas","Southwest","Public",6731,58,91,9,0,11,97
"1293",1293,"Rice University","Doctor's degree",-95.403625,29.716485,15415,2581,978,670,760,700,790,31,34,17,38941,54291,54291,"Texas","Southwest","Private not-for-profit",3965,49,46,38,14,79,75
"1294",1294,"Saint Edward's University","Master's degree",-97.75763,30.229844,3694,2901,791,510,610,510,610,22,26,79,33720,47500,47500,"Texas","Southwest","Private not-for-profit",4089,61,77,14,7,51,90
"1295",1295,"University of St Thomas","Doctor's degree",-95.394178,29.738113,782,604,237,490,590,510,620,23,28,77,28240,41486,41486,"Texas","Southwest","Private not-for-profit",1572,62,89,3,7,27,92
"1296",1296,"Sam Houston State University","Doctor's degree",-95.5519,30.7247,9315,6054,2413,450,540,470,550,19,23,65,7022,20024,28520,"Texas","Southwest","Public",16255,59,NA,NA,NA,28,87
